Level,Salary
Mid,75969
Lead,132178
Lead,126168
Mid,87097
Entry,37203
Junior,50863
Lead,141009
Senior,107809
Entry,30653
Junior,50443
Junior,55106
Lead,139241
Entry,33039
Senior,118213
Senior,100278
Entry,32737
Lead,141623
Mid,72953
Mid,85221
Mid,84853
Lead,142717
Entry,41154
Junior,60338
Senior,94925
Mid,75783
Junior,56723
Entry,46905
Junior,67632
Mid,83349
Mid,76266
Senior,112828
Entry,41330
Entry,44980
Junior,58585
Senior,108001
Junior,67044
Lead,144000
Mid,77512
Junior,50319
Entry,33600
Entry,35279
Entry,48151
Lead,135494
Mid,84030
Junior,65302
Junior,64677
Junior,66373
Junior,54896
Mid,71293
Senior,96957
Lead,138595
Lead,132559
Lead,141747
Entry,37973
Junior,50037
Entry,30473
Mid,72636
Senior,104834
Junior,68998
Entry,42670
Senior,114660
Mid,85796
Junior,69504
Mid,81026
Entry,32076
Entry,49574
Senior,112440
Lead,127494
Entry,49961
Entry,32581
Entry,44333
Lead,131166
Lead,138047
Lead,135577
Mid,85015
Entry,46108
Lead,146267
Lead,121104
Lead,132936
Junior,53646
Mid,84960
Junior,68226
Mid,86365
Junior,56105
Entry,49421
Entry,32749
Entry,40181
Junior,53773
Mid,72064
Senior,95616
Entry,45324
Entry,36243
Lead,142965
Entry,44684
Mid,74923
Senior,111325
Lead,142032
Junior,65303
Senior,106457
Senior,102303
Entry,48280
Senior,95246
Entry,30510
Entry,31906
Entry,45554
Entry,34928
Lead,126124
Entry,36109
Senior,91238
Senior,105064
Senior,95620
Junior,61490
Senior,117571
Lead,131723
Entry,37177
Junior,55441
Entry,41719
Junior,67800
Lead,124190
Senior,95054
Mid,84071
Entry,32118
Entry,49018
Mid,89874
Senior,107907
Senior,117814
Senior,112787
Junior,53845
Entry,36301
Mid,72288
Mid,77796
Junior,62777
Mid,77385
Entry,34881
Mid,86018
Senior,110311
Lead,129367
Mid,70413
Mid,77141
Senior,106225
Mid,70191
Entry,44175
Senior,95892
Lead,123449
Junior,51941
Lead,126543
Lead,137942
Lead,122121
Lead,131726
Junior,55656
Lead,135873
Senior,105679
Mid,73665
Lead,125852
Entry,34270
Junior,67760
Mid,70347
Entry,30062
Junior,56566
Mid,80872
Lead,135318
Mid,71984
Entry,47978
Junior,51952
Mid,73291
Lead,134504
Senior,90968
Junior,54234
Entry,38338
Entry,45201
Senior,91025
Mid,82197
Junior,52951
Junior,57389
Mid,84952
Senior,108939
Senior,107534
Entry,31735
Senior,107422
Junior,57127
Entry,45464
Entry,42606
Mid,85636
Lead,130108
Mid,73412
Senior,101632
Entry,49929
Senior,106802
Entry,30788
Junior,68409
Entry,32446
Junior,66183
Entry,49035
Entry,42096
Senior,96499
Senior,104767
Entry,49673
Mid,81337
Senior,105784
Lead,140491
Entry,32500
Junior,50047
Lead,146832
Mid,82864
Mid,78177
Senior,114014
Senior,113442
Mid,82841
Lead,128594
Mid,72086
Lead,130419
Senior,101602
Senior,102835
Senior,93153
Entry,40223
Mid,80273
Entry,38849
Lead,137084
Entry,46220
Lead,137924
Entry,36167
Lead,121983
Mid,84629
Entry,41273
Lead,127648
Junior,62925
Mid,80327
Junior,61411
Lead,136137
Entry,32478
Senior,99967
Senior,99959
Junior,56209
Senior,103068
Entry,33368
Junior,66128
Senior,115828
Junior,69987
Junior,63347
Senior,107596
Junior,50019
Senior,110861
Entry,46445
Junior,51154
Lead,129818
Lead,125242
Mid,71653
Junior,64086
Senior,93403
Senior,118758
Entry,43149
Mid,84396
Lead,134430
Junior,63864
Mid,81509
Senior,117584
Entry,33194
Junior,55350
Junior,53663
Junior,62563
Mid,85735
Junior,60978
Junior,69896
Lead,129412
Junior,64135
Senior,119885
Junior,50737
Senior,109864
Senior,90152
Lead,129613
Senior,105982
Senior,90426
Mid,79327
Lead,144510
Junior,67333
Mid,79893
Lead,147517
Mid,77593
Mid,77837
Lead,138680
Mid,80317
Lead,142863
Junior,60934
Senior,119664
Lead,125230
Mid,78954
Lead,143139
Lead,127057
Senior,92846
Lead,128878
Entry,32755
Lead,140008
Lead,126473
Mid,71693
Lead,132003
Lead,137068
Lead,122919
Lead,141838
Senior,94691
Lead,127350
Mid,87540
Senior,95919
Junior,67676
Lead,129752
Lead,129175
Senior,116439
Senior,108120
Lead,149810
Lead,124046
Junior,61945
Mid,73048
Lead,120522
Mid,81101
Mid,78741
Lead,142614
Lead,145408
Mid,87805
Senior,90285
Junior,61957
Lead,140848
Entry,31466
Entry,39106
Lead,130280
Mid,75932
Lead,121178
Mid,86025
Lead,142706
Lead,129967
Entry,34862
Senior,95855
Senior,113733
Mid,71119
Lead,123975
Mid,82695
Lead,129386
Lead,140039
Mid,88601
Lead,126590
Junior,67401
Junior,55176
Senior,112560
Mid,76015
Mid,85845
Senior,108473
Entry,42176
Entry,40003
Senior,93114
Mid,77383
Entry,48288
Lead,141415
Entry,41251
Lead,145574
Entry,36123
Junior,53731
Mid,86361
Senior,109701
Entry,49605
Entry,41332
Entry,39445
Mid,83289
Mid,77564
Senior,111219
Mid,73819
Lead,146333
Junior,54318
Entry,49164
Lead,141672
Entry,30425
Junior,63507
Lead,143053
Entry,32124
Lead,125015
Junior,58657
Lead,141951
Junior,60731
Entry,48423
Lead,137568
Senior,93934
Junior,58172
Junior,69763
Junior,52418
Mid,82454
Lead,133023
Mid,83212
Senior,91989
Lead,129258
Entry,48281
Entry,35150
Lead,138081
Entry,45204
Senior,112269
Junior,62811
Mid,78951
Lead,129460
Junior,55948
Mid,88991
Lead,146245
Entry,43891
Mid,79749
Mid,80349
Senior,114875
Mid,82245
Senior,97145
Senior,106632
Entry,42321
Senior,119256
Lead,137107
Junior,58411
Mid,89218
Entry,32122
Junior,64409
Junior,64242
Mid,86433
Mid,80983
Mid,80810
Senior,100029
Junior,50414
Lead,135093
Entry,49740
Entry,35611
Junior,58395
Entry,38260
Senior,109947
Entry,43342
Mid,76833
Entry,41978
Mid,75023
Junior,66146
Junior,61201
Lead,137314
Lead,138666
Mid,85365
Lead,123360
Junior,58112
Entry,49309
Junior,55469
Senior,94992
Entry,34787
Mid,88756
Lead,123299
Entry,36451
Junior,64620
Junior,68791
Entry,43084
Senior,94260
Lead,128772
Lead,145823
Senior,104259
Mid,73123
Entry,49582
Junior,64608
Mid,79218
Lead,140501
Mid,78689
Junior,59885
Lead,120375
Junior,68070
Senior,95012
Lead,136640
Entry,30050
Mid,86978
Junior,54731
Junior,61628
Entry,35748
Lead,141254
Entry,33020
Mid,82684
Mid,85386
Senior,98066
Junior,63408
Entry,32233
Mid,76359
Lead,124197
Mid,80293
Mid,79332
Lead,132401
Senior,99168
Lead,129508
Mid,72339
Lead,128109
Senior,100288
Mid,73465
Entry,46493
Senior,93883
Entry,35518
Senior,107389
Junior,66689
Senior,95701
Senior,90958
Junior,57595
Lead,123538
Lead,138014
Senior,116547
Mid,83467
Mid,70205
Junior,62442
Mid,75691
Junior,69504
Mid,76728
Senior,96030
Mid,83383
Entry,38948
Entry,44214
Lead,144734
Junior,51803
Entry,48682
Senior,102400
Mid,72154
Mid,71501
Mid,86208
Junior,61157
Lead,139575
Lead,127476
Junior,64962
Mid,72391
Senior,108567
Lead,132074
Lead,144450
Mid,82269
Mid,87504
Entry,40715
Senior,93370
Lead,139904
Senior,110880
Junior,66881
Senior,102385
Entry,40952
Junior,58464
Junior,51150
Junior,57454
Junior,61581
Mid,79808
Mid,86368
Junior,54081
Senior,98933
Senior,104970
Junior,56387
Junior,69008
Senior,90514
Senior,100633
Lead,138212
Junior,68551
Entry,36532
Entry,35943
Junior,59848
Junior,55439
Senior,113384
Senior,117272
Junior,63117
Junior,57386
Senior,113518
Mid,89050
Lead,132078
Lead,147125
Lead,145421
Lead,140929
Senior,103869
Mid,84382
Mid,81059
Entry,48075
Junior,61258
Senior,99557
Mid,87351
Lead,145061
Senior,105544
Senior,109352
Senior,100987
Entry,30050
Lead,125153
Senior,105340
Lead,142407
Mid,72787
Lead,122155
Senior,111744
Mid,77607
Entry,45657
Senior,110581
Entry,46206
Lead,135975
Lead,124499
Junior,65478
Mid,89373
Lead,127654
Entry,32920
Lead,142925
Senior,112484
Lead,122783
Entry,49192
Senior,108562
Entry,47181
Junior,54818
Senior,92262
Mid,82775
Entry,49726
Senior,99409
Entry,34174
Senior,113531
Mid,75833
Mid,88677
Mid,79651
Entry,42321
Mid,74073
Senior,106035
Lead,142329
Entry,43890
Senior,119075
Junior,55495
Junior,64781
Junior,58469
Mid,86202
Entry,40985
Entry,40382
Lead,130818
Senior,117421
Lead,139691
Lead,130792
Entry,36125
Mid,74838
Senior,100431
Lead,146621
Junior,52669
Senior,106081
Mid,75717
Mid,84891
Junior,64201
Junior,62873
Lead,136512
Entry,43448
Entry,32402
Lead,148467
Junior,60239
Entry,48518
Mid,89997
Lead,132875
Entry,31294
Entry,40367
Lead,133337
Lead,126654
Mid,89010
Junior,54075
Senior,115966
Senior,102838
Mid,76932
Entry,36959
Junior,58382
Lead,144355
Entry,48905
Lead,139089
Mid,70027
Lead,126548
Entry,31264
Junior,56587
Junior,67635
Lead,123870
Junior,59217
Junior,67602
Senior,108054
Senior,100489
Mid,87661
Lead,139194
Mid,80844
Senior,115397
Entry,40971
Senior,96348
Mid,87580
Lead,120823
Junior,57084
Lead,139394
Lead,130819
Junior,61969
Senior,107333
Lead,148878
Entry,30543
Lead,131945
Entry,43758
Mid,72866
Lead,128268
Entry,42813
Lead,124601
Mid,74333
Entry,47839
Junior,57436
Senior,117848
Senior,103961
Mid,88230
Junior,60817
Entry,30558
Entry,31254
Senior,108065
Junior,60006
Senior,98854
Lead,123325
Junior,53143
Junior,62417
Lead,146526
Entry,48165
Senior,107861
Lead,148562
Mid,72668
Lead,134912
Mid,81133
Junior,66895
Junior,50888
Entry,38791
Mid,81075
Senior,105204
Entry,39950
Junior,53569
Mid,74329
Senior,116638
Senior,106824
Mid,87209
Entry,47652
Lead,148014
Junior,66057
Junior,59819
Junior,63457
Mid,79868
Mid,70508
Entry,30381
Lead,135287
Lead,149858
Mid,79910
Lead,146436
Senior,115293
Entry,31776
Junior,68668
Lead,121244
Entry,48178
Senior,112565
Mid,79032
Senior,106197
Entry,30792
Senior,99742
Junior,64800
Mid,77874
Lead,126864
Lead,138032
Senior,101008
Junior,65342
Mid,75171
Mid,76710
Lead,125459
Junior,59754
Entry,37048
Entry,39483
Junior,67413
Junior,62449
Mid,70978
Junior,65760
Senior,118756
Junior,66521
Junior,61145
Entry,44491
Mid,77392
Senior,101447
Mid,78587
Junior,63907
Lead,142369
Junior,52589
Entry,33034
Junior,53239
Entry,41408
Lead,141219
Junior,64923
Entry,36844
Mid,73965
Entry,35380
Mid,85285
Lead,120111
Entry,37413
Mid,84726
Senior,117015
Mid,80321
Senior,93598
Senior,91526
Junior,59143
Senior,101528
Mid,72354
Junior,64520
Senior,94126
Mid,86482
Mid,79002
Lead,139721
Senior,119485
Senior,109409
Entry,43698
Mid,76729
Junior,61171
Senior,117916
Lead,121957
Mid,83300
Lead,139064
Junior,63011
Lead,140115
Lead,129229
Lead,145367
Mid,82992
Junior,66130
Junior,56349
Junior,60728
Lead,138375
Entry,33446
Junior,62820
Junior,52872
Entry,31335
Entry,43423
Senior,94829
Junior,61434
Senior,104548
Lead,144699
Lead,137007
Lead,131328
Junior,59458
Junior,59352
Entry,32092
Junior,53759
Entry,46937
Entry,43258
Entry,32777
Lead,143481
Senior,100025
Mid,89877
Mid,83562
Entry,37015
Lead,137606
Mid,85436
Lead,147432
Junior,66901
Lead,122506
Entry,42072
Entry,44343
Senior,116553
Mid,73090
Junior,64691
Junior,50973
Junior,56092
Mid,70570
Lead,120307
Entry,33742
Entry,30765
Senior,98964
Junior,57735
Mid,84431
Junior,63274
Junior,58036
Lead,136923
Junior,52049
Senior,94675
Lead,145623
Lead,139823
Junior,57143
Lead,121910
Lead,139897
Senior,94609
Entry,44512
Junior,62814
Entry,37056
Junior,51372
Mid,79636
Entry,38481
Junior,66447
Junior,66713
Mid,88347
Entry,46524
Senior,94539
Junior,55594
Lead,120449
Junior,54806
Entry,37307
Lead,123659
Mid,78584
Junior,68832
Junior,60983
Entry,49337
Senior,91358
Senior,106771
Senior,106246
Entry,38441
Senior,99720
Junior,68222
Entry,41301
Senior,116802
Entry,30891
Lead,137689
Senior,110932
Entry,46128
Lead,144837
Lead,138177
Entry,40362
Lead,129177
Entry,36644
Lead,146315
Lead,139521
Mid,87219
Mid,72778
Junior,56409
Lead,132523
Junior,54313
Entry,43717
Entry,41214
Lead,138055
Lead,141972
Entry,48220
Mid,74007
Junior,53485
Entry,49116
Mid,80961
Junior,61908
Mid,83509
Lead,144209
Junior,69865
Lead,130271
Senior,97163
Mid,86543
Lead,141710
Junior,63414
Mid,85007
Senior,117047
Mid,87954
Lead,133181
Mid,73405
Lead,130862
Entry,45249
Junior,62939
Senior,95848
Junior,68011
Mid,78396
Senior,95272
Junior,65424
Lead,133428
Entry,33747
Junior,51607
Mid,86450
Entry,37645
Mid,77925
Mid,83640
Lead,139377
Entry,30771
Entry,41440
Senior,116245
Junior,58167
Lead,131150
Mid,87601
Entry,38039
Mid,84659
Junior,69053
Lead,138497
Junior,62541
Mid,70422
Senior,116597
Junior,66474
Lead,136083
Lead,121942
Entry,39950
Mid,86481
Mid,80777
Senior,110031
Senior,90079
Mid,75577
Junior,59964
Entry,47507
Mid,86249
Senior,118050
Senior,108962
Senior,97485
Lead,131800
Senior,119784
Senior,102798
Junior,54980
Lead,138512
Junior,68538
Lead,137621
Junior,58697
Entry,45493
Junior,59586
Entry,31720
Junior,66234
Senior,97076
Entry,32066
Mid,70897
Lead,148304
Senior,98273
Entry,35781
Entry,43622
Lead,130399
Senior,118524
Mid,79883
Senior,109319
Junior,60707
Entry,43140
Lead,125785
Senior,116230
Entry,34561
Senior,117813
Mid,81535
Mid,87970
Mid,85702
Senior,98826
Senior,119946
Mid,75249
Senior,102645
Senior,111911
Lead,129710
Junior,64161
Junior,59729
Entry,46147
Junior,60262
Senior,111314
Senior,101037
Entry,32728
Senior,105477
Mid,70131
Lead,139977
Mid,70293
Entry,44727
Entry,36846
Entry,46670
Lead,128641
Mid,81432
Mid,80895
Lead,142258
Mid,78444
Senior,100528
Senior,90999
Entry,34116
Senior,117187
Entry,40362
Junior,53683
Junior,64982
Junior,63079
Senior,109374
Entry,46053
Lead,120862
Senior,93795
Lead,132734
Junior,52922
Junior,67546
Lead,148140
Mid,89667
Junior,65419
Senior,90445
Junior,59963
Mid,85437
Senior,115135
Lead,149129
Entry,43487
Entry,43155
Lead,121979
Lead,141305
Mid,71002
Entry,36837
Lead,142851
Junior,57354
Senior,92529
Junior,67814
Entry,47916
Lead,131316
Entry,49202
Entry,35617
Senior,96229
Junior,55305
Senior,116092
Entry,39345
Mid,75200
Junior,59874
Junior,56412
Lead,131825
Junior,65735
Lead,125743
Junior,59678
Entry,34864
Senior,91648
Junior,61745
Mid,79886
Entry,34356
Lead,125454
Senior,94074
Lead,134811
Entry,47290
Mid,77621
Junior,66126
Entry,47326
Mid,89693
Senior,100909
Lead,130760
Entry,32106
Mid,72938
Senior,118817
Mid,71375
Junior,60015
Lead,138732
Senior,105060
Lead,138319
Entry,30087
Entry,38764
Mid,86546
Entry,39197
Junior,68732
Senior,110682
Junior,52474
Junior,57958
Lead,121502
Lead,133580
Entry,35830
Junior,55811
Senior,114255
Lead,133527
Senior,106223
Mid,74049
Junior,51903
Junior,69954
Entry,30042
Junior,51577
Junior,55885
Senior,98576
Mid,81663
Junior,69622
Lead,146272
Lead,147112
Junior,55776
Entry,46119
Junior,55828
Lead,130187
Lead,126668
Entry,38195
Junior,54354
Senior,112298
Mid,86076
Entry,33271
Senior,100674
Entry,46673
Mid,84309
Junior,66791
Junior,58623
Entry,39174
Entry,49428
Mid,74992
Lead,143354
Entry,43065
Senior,91688
Senior,117192
Junior,52422
Senior,104604
Junior,59203
Junior,64785
Junior,63679
Senior,104461
Entry,41038
Lead,149236
Mid,73749
Junior,52503
Mid,81329
Mid,81101
Entry,46783
Junior,64619
Senior,104985
Mid,78428
Junior,59119
Senior,112536
Senior,94124
Senior,115236
Junior,66763
Mid,79442
Senior,117574
Senior,92301
Entry,39659
Entry,37216
Entry,34905
Mid,86983
Entry,41266
Senior,105586
Entry,31567
Mid,71094
Lead,132345
Lead,147247
Mid,78046
Lead,134038
Mid,76473
Entry,42794
Entry,32963
Entry,44503
Mid,76973
Senior,101226
Mid,84762
Lead,144254
Lead,125111
Junior,57802
Lead,135580
Lead,137913
Junior,57994
Senior,99343
Mid,70716
Lead,143168
Mid,79524
Senior,116624
Mid,80041
Mid,78103
Mid,85090
Senior,98709
Senior,91438
Lead,143913
Senior,110752
Entry,40905
Lead,122416
Mid,81683
Junior,55839
Entry,44850
Mid,81967
Junior,67966
Entry,38924
Mid,85921
Lead,146839
Lead,148380
Senior,95721
Mid,74353
Entry,46786
Junior,66448
Mid,86556
Senior,115826
Entry,34005
Senior,96544
Lead,146836
Lead,134959
Mid,84753
Entry,46526
Junior,56652
Junior,54581
Lead,123887
Lead,129835
Senior,100910
Junior,55846
Entry,32369
Entry,49558
Junior,50882
Mid,73171
Entry,36372
Mid,77562
Entry,35900
Lead,128465
Lead,145158
Junior,68374
Senior,106240
Mid,83598
Mid,86955
Entry,42704
Entry,34882
Lead,140776
Lead,123672
Junior,64967
Mid,74711
Senior,112027
Entry,44793
Senior,117022
Mid,81354
Lead,120580
Junior,54474
Junior,59662
Senior,103457
Entry,47778
Junior,52773
Entry,49818
Junior,67108
Junior,63446
Mid,70390
Entry,40620
Lead,133570
Lead,143131
Mid,74494
Senior,93572
Mid,85939
Lead,148401
Junior,60249
Senior,101071
Junior,53642
Mid,86346
Junior,59622
Junior,56240
Lead,130104
Senior,111986
Junior,64316
Junior,58956
Entry,33497
Entry,38774
Junior,51821
Junior,62717
Lead,130372
Lead,121746
Mid,75797
Senior,98089
Lead,132137
Entry,36107
Entry,32793
Mid,72500
Entry,43138
Junior,54925
Junior,67464
Entry,34453
Entry,44779
Lead,135162
Junior,60340
Entry,48072
Junior,68460
Junior,51461
Mid,70072
Mid,76030
Senior,109180
Senior,103936
Lead,138877
Entry,38100
Lead,125728
Entry,40886
Lead,133037
Lead,134461
Entry,41063
Junior,69061
Junior,50817
Senior,116236
Mid,72438
Lead,137594
Junior,66983
Mid,88230
Entry,48271
Lead,121835
Junior,58142
Lead,137879
Junior,51744
Senior,113027
Entry,43666
Senior,113762
Junior,53667
Entry,41287
Mid,74779
Senior,103029
Lead,144140
Senior,110332
Entry,48429
Entry,41140
Senior,104847
Entry,39127
Senior,118205
Mid,71802
Senior,115996
Entry,35896
Senior,113425
Lead,123311
Junior,68351
Junior,61906
Senior,119061
Lead,143281
Mid,73730
Lead,127547
Mid,70027
Lead,139875
Entry,47557
Mid,79260
Junior,62476
Mid,86677
Junior,68031
Mid,75614
Senior,117670
Senior,101687
Junior,58280
Entry,40148
Lead,137283
Entry,48637
Entry,44663
Junior,58149
Senior,91506
Senior,107361
Junior,64760
Mid,83821
Mid,85786
Lead,126798
Junior,50567
Entry,42215
Mid,78120
Mid,86279
Junior,61336
Senior,104089
Entry,43582
Mid,76497
Junior,61582
Mid,80864
Senior,94279
Lead,137057
Mid,77312
Junior,65440
Junior,66192
Mid,75432
Junior,50687
Lead,130295
Senior,106803
Mid,76891
Junior,60316
Entry,30439
Entry,48947
Mid,87637
Entry,33209
Senior,93490
Senior,108284
Senior,112064
Mid,88096
Junior,68713
Senior,107578
Mid,87762
Senior,115888
Senior,104797
Entry,47133
Lead,120300
Entry,46661
Junior,57307
Junior,63818
Mid,89852
Entry,36141
Junior,63162
Senior,110200
Senior,95037
Mid,84693
Mid,72451
Entry,35962
Lead,144016
Lead,127675
Mid,75616
Mid,84010
Entry,43394
Mid,74089
Entry,32472
Mid,72964
Entry,47694
Mid,72212
Junior,59454
Entry,39554
Junior,58703
Senior,114762
Lead,121702
Senior,107038
Senior,94271
Senior,109784
Mid,81459
Junior,56674
Junior,51963
Junior,60466
Junior,61160
Lead,127543
Senior,106626
Senior,116099
Senior,109337
Junior,60615
Lead,121432
Mid,81385
Senior,103872
Mid,76486
Mid,74102
Mid,85948
Mid,71168
Junior,63432
Senior,106533
Lead,142908
Senior,90838
Entry,39888
Senior,116486
Mid,85935
Mid,85095
Junior,51320
Entry,42227
Senior,95234
Entry,30552
Lead,140055
Junior,65969
Mid,84800
Lead,132870
Entry,31982
Mid,77830
Junior,51759
Mid,77023
Junior,63892
Mid,88864
Junior,59529
Lead,144154
Mid,82149
Entry,45701
Junior,52689
Lead,122988
Mid,89399
Junior,53574
Entry,37838
Senior,107992
Junior,64823
Mid,75565
Senior,95650
Senior,116739
Junior,57436
Lead,134451
Lead,129953
Lead,135523
Mid,79437
Entry,31199
Lead,136375
Junior,55995
Entry,48882
Entry,31031
Junior,51742
Senior,101830
Mid,83778
Entry,42375
Junior,54403
Junior,54897
Senior,93310
Lead,137379
Junior,68261
Mid,89648
Mid,87732
Junior,52251
Lead,143674
Junior,56590
Entry,37658
Entry,35247
Senior,93817
Entry,39982
Mid,74731
Lead,127670
Lead,128287
Mid,87015
Lead,146277
Junior,66415
Lead,142593
Mid,75562
Senior,98740
Entry,36192
Mid,79895
Lead,134318
Junior,58535
Entry,36154
Entry,39136
Entry,40242
Mid,72003
Senior,100438
Senior,93672
Lead,127458
Senior,93479
Lead,120051
Senior,113740
Senior,106080
Entry,42752
Junior,65339
Junior,51354
Lead,123754
Junior,66167
Entry,30237
Senior,107960
Senior,99756
Lead,147698
Entry,40540
Junior,66533
Mid,81720
Entry,37661
Lead,127529
Junior,63654
Lead,123947
Senior,103372
Mid,76667
Lead,123815
Junior,65029
Senior,107613
Entry,38945
Mid,87071
Mid,83854
Mid,72712
Senior,105857
Mid,83068
Senior,118094
Junior,67404
Lead,142850
Junior,65591
Mid,74013
Entry,41156
Entry,37877
Mid,82078
Senior,117220
Senior,90065
Lead,138312
Senior,97533
Junior,64204
Junior,66968
Lead,128154
Lead,144054
Lead,131822
Lead,127018
Entry,40834
Mid,76615
Junior,51477
Senior,112073
Mid,77329
Lead,144881
Junior,61406
Senior,115439
Lead,135295
Entry,35105
Senior,97702
Mid,84136
Entry,32599
Lead,122235
Junior,50018
Mid,75380
Entry,48915
Junior,68836
Entry,41394
Entry,42295
Entry,49846
Mid,73722
Entry,41274
Entry,36589
Junior,52243
Junior,51760
Mid,75442
Lead,144063
Senior,113508
Lead,135611
Mid,78235
Entry,41340
Senior,99148
Mid,87499
Mid,88260
Senior,114916
Entry,49759
Entry,39546
Lead,136832
Junior,66008
Lead,133183
Lead,128989
Entry,43740
Lead,133102
Junior,50719
Mid,71069
Mid,77749
Mid,81267
Entry,48540
Entry,45934
Senior,100505
Junior,61697
Senior,105221
Entry,32199
Lead,131255
Junior,69294
Junior,66744
Junior,58401
Senior,99122
Entry,30877
Senior,114175
Senior,106110
Senior,102543
Entry,37564
Mid,76545
Junior,63132
Mid,78294
Junior,55333
Senior,97858
Junior,68232
Lead,123205
Junior,67848
Senior,104986
Lead,125351
Junior,56518
Senior,97946
Mid,74302
Senior,91466
Lead,134656
Lead,133719
Mid,88656
Senior,94536
Entry,40206
Entry,33642
Junior,55387
Senior,98187
Senior,105667
Lead,131246
Mid,76028
Lead,121948
Mid,78251
Lead,147678
Lead,132363
Mid,86129
Entry,30189
Entry,37482
Lead,144752
Entry,30799
Senior,99934
Lead,128788
Senior,102415
Lead,130790
Junior,54714
Senior,114717
Entry,32839
Lead,123513
Junior,51135
Junior,60101
Lead,124516
Junior,67932
Lead,124511
Entry,41413
Senior,97975
Lead,132621
Mid,89923
Senior,90526
Senior,91753
Entry,44656
Mid,80220
Junior,54041
Mid,78965
Mid,74417
Junior,64587
Senior,112268
Entry,49694
Junior,62751
Lead,140793
Junior,61443
Senior,114960
Junior,66074
Junior,52816
Mid,84679
Junior,68573
Mid,82091
Senior,90410
Junior,54786
Mid,88493
Senior,91986
Lead,146183
Lead,122403
Junior,56701
Junior,62875
Junior,53582
Entry,39821
Lead,127232
Entry,31085
Senior,105600
Mid,78645
Mid,78828
Lead,124874
Lead,146825
Junior,66215
Lead,142127
Entry,37265
Lead,143742
Lead,145647
Junior,67633
Entry,49940
Lead,125299
Entry,33094
Junior,67346
Junior,51268
Junior,66756
Lead,147144
Junior,65032
Lead,126279
Junior,57021
Junior,55868
Lead,128041
Senior,101307
Mid,85495
Lead,129341
Mid,70807
Mid,81400
Entry,30743
Senior,119114
Senior,104661
Lead,120079
Junior,62132
Lead,135534
Entry,34536
Mid,70947
Lead,120594
Mid,86524
Lead,134017
Senior,97782
Lead,136013
Entry,36089
Senior,116605
Entry,45405
Entry,49995
Junior,58062
Entry,38506
Senior,101651
Lead,147601
Mid,85730
Lead,123680
Entry,45383
Mid,87921
Entry,31867
Lead,137545
Entry,35693
Mid,80948
Entry,38456
Lead,126331
Senior,99494
Mid,87910
Senior,101796
Mid,71158
Junior,67528
Lead,123717
Mid,81200
Mid,85855
Senior,99361
Lead,149152
Junior,61526
Lead,130207
Lead,146709
Senior,94213
Mid,89410
Junior,52747
Lead,132454
Senior,112555
Junior,66383
Senior,103635
Senior,91144
Senior,109083
Lead,132213
Entry,31187
Senior,91689
Junior,56728
Lead,120976
Entry,42801
Lead,120118
Senior,90972
Senior,96621
Mid,84530
Mid,83761
Mid,78464
Senior,102550
Lead,147617
Entry,44351
Lead,124290
Mid,76446
Mid,83432
Mid,70561
Lead,132328
Mid,87589
Lead,128848
Lead,136973
Entry,42766
Entry,41943
Lead,140143
Lead,130076
Junior,66017
Mid,78655
Junior,58774
Mid,82342
Senior,106327
Entry,37188
Junior,52808
Senior,105354
Entry,45058
Lead,139987
Senior,93913
Senior,92167
Entry,32167
Entry,39368
Lead,142275
Senior,112920
Junior,68254
Junior,69270
Senior,117234
Senior,102926
Entry,46717
Lead,143991
Senior,117563
Entry,31362
Senior,106321
Junior,53980
Lead,136151
Senior,101067
Senior,92524
Senior,118672
Mid,82598
Junior,66047
Entry,30707
Lead,133811
Senior,103145
Junior,61731
Entry,46692
Entry,35439
Senior,92364
Entry,35324
Senior,119911
Lead,136903
Senior,90276
Lead,125101
Junior,62501
Senior,106335
Mid,74053
Lead,147288
Junior,66525
Junior,68101
Lead,149341
Junior,55714
Senior,117139
Mid,79526
Entry,36255
Senior,93647
Entry,39808
Lead,138813
Lead,146297
Lead,133803
Senior,115848
Senior,111524
Lead,135749
Lead,149534
Mid,79213
Senior,105437
Junior,51403
Senior,109895
Mid,77591
Entry,42996
Lead,139717
Mid,83472
Mid,72196
Senior,105040
Entry,36023
Junior,53867
Junior,57641
Lead,129963
Lead,128204
Entry,42526
Lead,145269
Mid,85299
Entry,31902
Senior,106712
Mid,83540
Entry,32520
Entry,48791
Senior,107194
Entry,33117
Entry,45604
Mid,82578
Junior,52251
Junior,54661
Junior,64103
Senior,96421
Lead,144591
Lead,146979
Senior,94925
Mid,72646
Mid,89290
Mid,74309
Entry,46832
Lead,148080
Entry,49875
Mid,82667
Senior,104967
Entry,39239
Mid,77088
Mid,82822
Entry,47448
Lead,149086
Entry,42897
Junior,68867
Entry,32794
Lead,131528
Lead,143996
Mid,80082
Mid,87481
Entry,39850
Entry,43207
Entry,38418
Entry,37081
Lead,130114
Mid,87985
Entry,33718
Senior,111930
Senior,113282
Senior,112036
Mid,89885
Mid,85203
Junior,57274
Mid,86897
Entry,38633
Entry,36501
Mid,87286
Lead,144532
Senior,108705
Junior,55279
Lead,127712
Junior,56624
Senior,105131
Lead,134047
Senior,113375
Junior,61299
Junior,55207
Junior,52792
Lead,149224
Entry,43437
Senior,94975
Senior,106893
Junior,68243
Senior,95061
Mid,83678
Junior,64391
Mid,85237
Junior,59788
